"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"Chocolate & Tan dachshund — Coat Portrait Canvas","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-chocolate-tan-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-chocolate-tan-1200.jpg","Chocolate & Tan dachshund gift — Coat Portrait Canvas. A stretched canvas of your dog’s coat, 12×16 or 16×20, with the name if you want it. Crown &amp; Paw wants $79.95 for a canvas. West &amp; Willow’s median is $60 with most of its catalogue permanently on sale. The category p25 is $107 and the median $159.95 — so a $89 stretched canvas of your dog’s actual coat is the…","https://badger-and-bone.pages.dev/p/coat-portrait-canvas/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-portrait-canvas_202609&utm_content=feed&utm_term=chocolate-tan","","gift, wall-art, canvas, dachshund, personalized, dachshund gift, doxie, wiener dog, chocolate & tan dachshund"
"Cream dachshund — Coat Portrait Canvas","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-cream-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-cream-1200.jpg","Cream dachshund gift — Coat Portrait Canvas. A stretched canvas of your dog’s coat, 12×16 or 16×20, with the name if you want it. Crown &amp; Paw wants $79.95 for a canvas. West &amp; Willow’s median is $60 with most of its catalogue permanently on sale. The category p25 is $107 and the median $159.95 — so a $89 stretched canvas of your dog’s actual coat is the…","https://badger-and-bone.pages.dev/p/coat-portrait-canvas/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-portrait-canvas_202609&utm_content=feed&utm_term=cream","","gift, wall-art, canvas, dachshund, personalized, dachshund gift, doxie, wiener dog, cream dachshund"
"Dapple dachshund — Coat Portrait Canvas","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-dapple-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-dapple-1200.jpg","Dapple dachshund gift — Coat Portrait Canvas. A stretched canvas of your dog’s coat, 12×16 or 16×20, with the name if you want it. Crown &amp; Paw wants $79.95 for a canvas. West &amp; Willow’s median is $60 with most of its catalogue permanently on sale. The category p25 is $107 and the median $159.95 — so a $89 stretched canvas of your dog’s actual coat is the…","https://badger-and-bone.pages.dev/p/coat-portrait-canvas/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-portrait-canvas_202609&utm_content=feed&utm_term=dapple","","gift, wall-art, canvas, dachshund, personalized, dachshund gift, doxie, wiener dog, dapple dachshund"
"Wirehaired dachshund — Coat Portrait Canvas","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-wirehaired-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-wirehaired-1200.jpg","Wirehaired dachshund gift — Coat Portrait Canvas. A stretched canvas of your dog’s coat, 12×16 or 16×20, with the name if you want it. Crown &amp; Paw wants $79.95 for a canvas. West &amp; Willow’s median is $60 with most of its catalogue permanently on sale. The category p25 is $107 and the median $159.95 — so a $89 stretched canvas of your dog’s actual coat is the…","https://badger-and-bone.pages.dev/p/coat-portrait-canvas/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-portrait-canvas_202609&utm_content=feed&utm_term=wirehaired","","gift, wall-art, canvas, dachshund, personalized, dachshund gift, doxie, wiener dog, wirehaired dachshund"
"12 × 16 in dachshund — Coat Portrait Canvas","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-1200.jpg","12 × 16 in dachshund gift — Coat Portrait Canvas. A stretched canvas of your dog’s coat, 12×16 or 16×20, with the name if you want it. Crown &amp; Paw wants $79.95 for a canvas. West &amp; Willow’s median is $60 with most of its catalogue permanently on sale. The category p25 is $107 and the median $159.95 — so a $89 stretched canvas of your dog’s actual coat is the…","https://badger-and-bone.pages.dev/p/coat-portrait-canvas/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-portrait-canvas_202609&utm_content=feed&utm_term=12x16","","gift, wall-art, canvas, dachshund, personalized, dachshund gift, doxie, wiener dog, 12 × 16 in dachshund"
"16 × 20 in dachshund — Coat Portrait Canvas","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-portrait-canvas/coat-portrait-canvas-1200.jpg","16 × 20 in dachshund gift — Coat Portrait Canvas. A stretched canvas of your dog’s coat, 12×16 or 16×20, with the name if you want it. Crown &amp; Paw wants $79.95 for a canvas. West &amp; Willow’s median is $60 with most of its catalogue permanently on sale. The category p25 is $107 and the median $159.95 — so a $89 stretched canvas of your dog’s actual coat is the…","https://badger-and-bone.pages.dev/p/coat-portrait-canvas/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-portrait-canvas_202609&utm_content=feed&utm_term=16x20","","gift, wall-art, canvas, dachshund, personalized, dachshund gift, doxie, wiener dog, 16 × 20 in dachshund"
"Long Dog Anatomy Print","https://badger-and-bone.pages.dev/assets/img/long-dog-anatomy-print/long-dog-anatomy-print-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/long-dog-anatomy-print/long-dog-anatomy-print-1200.jpg","Long Dog Anatomy Print — dachshund gift. A proper anatomical plate of the long dog, 12×18 or 18×24, with a caption you can name. The $12.99 dachshund art on Amazon is clip art with a font on it. This is an anatomical plate — labelled, captioned, and drawn to a 3:1 dog rather than a generic one — and the Etsy premium tier for the same idea runs $61.88, which…","https://badger-and-bone.pages.dev/p/long-dog-anatomy-art-print/?utm_source=pinterest&utm_medium=pin&utm_campaign=long-dog-anatomy-art-print_202609&utm_content=feed","","gift, wall-art, print, dachshund, anatomy, dachshund gift, doxie, wiener dog"
"12 × 18 in dachshund — Long Dog Anatomy Print","https://badger-and-bone.pages.dev/assets/img/long-dog-anatomy-print/long-dog-anatomy-print-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/long-dog-anatomy-print/long-dog-anatomy-print-1200.jpg","12 × 18 in dachshund gift — Long Dog Anatomy Print. A proper anatomical plate of the long dog, 12×18 or 18×24, with a caption you can name. The $12.99 dachshund art on Amazon is clip art with a font on it. This is an anatomical plate — labelled, captioned, and drawn to a 3:1 dog rather than a generic one — and the Etsy premium tier for the same idea runs $61.88, which…","https://badger-and-bone.pages.dev/p/long-dog-anatomy-art-print/?utm_source=pinterest&utm_medium=pin&utm_campaign=long-dog-anatomy-art-print_202609&utm_content=feed&utm_term=12x18","","gift, wall-art, print, dachshund, anatomy, dachshund gift, doxie, wiener dog, 12 × 18 in dachshund"
"18 × 24 in dachshund — Long Dog Anatomy Print","https://badger-and-bone.pages.dev/assets/img/long-dog-anatomy-print/long-dog-anatomy-print-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/long-dog-anatomy-print/long-dog-anatomy-print-1200.jpg","18 × 24 in dachshund gift — Long Dog Anatomy Print. A proper anatomical plate of the long dog, 12×18 or 18×24, with a caption you can name. The $12.99 dachshund art on Amazon is clip art with a font on it. This is an anatomical plate — labelled, captioned, and drawn to a 3:1 dog rather than a generic one — and the Etsy premium tier for the same idea runs $61.88, which…","https://badger-and-bone.pages.dev/p/long-dog-anatomy-art-print/?utm_source=pinterest&utm_medium=pin&utm_campaign=long-dog-anatomy-art-print_202609&utm_content=feed&utm_term=18x24","","gift, wall-art, print, dachshund, anatomy, dachshund gift, doxie, wiener dog, 18 × 24 in dachshund"
"Pet-Paw Keepsake Ornament","https://badger-and-bone.pages.dev/assets/img/pet-paw-ornament/pet-paw-ornament-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/pet-paw-ornament/pet-paw-ornament-1200.jpg","Pet-Paw Keepsake Ornament — dachshund gift. A paw-shaped metal ornament, not a printed circle. Name and years if you want them. It is a paw-shaped die , not a printed circle. That is the visible reason this costs more than the round one, and it is the only reason we are offering. Per our print partner it is 3.5″ × 3.75″ aluminium at 0.04″ thick — noticeably…","https://badger-and-bone.pages.dev/p/pet-paw-ornament/?utm_source=pinterest&utm_medium=pin&utm_campaign=pet-paw-ornament_202609&utm_content=feed","","gift, ornament, keepsake, dachshund, personalized, dachshund gift, doxie, wiener dog"
"Long Dog Mini Print","https://badger-and-bone.pages.dev/assets/img/long-dog-mini-print/long-dog-mini-print-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/long-dog-mini-print/long-dog-mini-print-1200.jpg","Long Dog Mini Print — dachshund gift. A 5×7 matte print. The small one you add to the order you were making anyway. This is the $24 thing you add to reach free shipping, and we are not going to pretend otherwise. It is also a real US-printed 5×7 on 189 g/m² matte stock rather than a $12.99 poster that arrives creased. It is the entry rung of the art…","https://badger-and-bone.pages.dev/p/long-dog-mini-print/?utm_source=pinterest&utm_medium=pin&utm_campaign=long-dog-mini-print_202609&utm_content=feed","","gift, wall-art, print, dachshund, under-30, stocking-filler, dachshund gift, doxie, wiener dog"
"Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-1200.jpg","Coat Sticker — dachshund gift. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog"
"Red dachshund — Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-red-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-red-1200.jpg","Red dachshund gift — Coat Sticker. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed&utm_term=red","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog, red dachshund"
"Black & Tan dachshund — Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-black-tan-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-black-tan-1200.jpg","Black & Tan dachshund gift — Coat Sticker. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed&utm_term=black-tan","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog, black & tan dachshund"
"Chocolate & Tan dachshund — Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-chocolate-tan-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-chocolate-tan-1200.jpg","Chocolate & Tan dachshund gift — Coat Sticker. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed&utm_term=chocolate-tan","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog, chocolate & tan dachshund"
"Cream dachshund — Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-cream-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-cream-1200.jpg","Cream dachshund gift — Coat Sticker. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed&utm_term=cream","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog, cream dachshund"
"Dapple dachshund — Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-dapple-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-dapple-1200.jpg","Dapple dachshund gift — Coat Sticker. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed&utm_term=dapple","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog, dapple dachshund"
"Wirehaired dachshund — Coat Sticker","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-wirehaired-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/coat-sticker/coat-sticker-wirehaired-1200.jpg","Wirehaired dachshund gift — Coat Sticker. 3″ kiss-cut vinyl in your coat. $6, added to an order you are already making. Six dollars, and it matches whatever else you are buying. Every dachshund store we looked at has a sticker wall — one of them stocks 101 of them — because this is the thing people add without thinking about it. Per our print partner: durable…","https://badger-and-bone.pages.dev/p/coat-sticker/?utm_source=pinterest&utm_medium=pin&utm_campaign=coat-sticker_202609&utm_content=feed&utm_term=wirehaired","","sticker, dachshund, add-on, under-10, dachshund gift, doxie, wiener dog, wirehaired dachshund"
"Long Dog Car Magnet","https://badger-and-bone.pages.dev/assets/img/long-dog-car-magnet/long-dog-car-magnet-1200.jpg","Gifts for dachshund owners","https://badger-and-bone.pages.dev/assets/img/long-dog-car-magnet/long-dog-car-magnet-1200.jpg","Long Dog Car Magnet — dachshund gift. LONG DOG ON BOARD, or whatever you want it to say. $16, added to an order. The Amazon one is $7.99 with 474 reviews, so yes, you are paying double. What you get for it is the design you actually want on your car, at the $15.97 market median rather than the four-times-median $29 we used to charge for this — which was…","https://badger-and-bone.pages.dev/p/long-dog-car-magnet/?utm_source=pinterest&utm_medium=pin&utm_campaign=long-dog-car-magnet_202609&utm_content=feed","","magnet, car, dachshund, add-on, under-20, dachshund gift, doxie, wiener dog"
